序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
84,294205945985,294207259009,492600264,林嘉赛啦,6,保密,是那种最遥远的朋友~,2026-03-26 06:34:03,0,1,不要关注我，不然就拉黑。,江西,是,https://i0.hdslb.com/bfs/face/ccd379732f14aeffd883c3d578fbe8ba11d714d2.jpg,0.15297532081604004,0.84702467918396,人类撰写
85,294205945985,296722074992,484502106,神教yo,5,男,[委屈][大哭],2026-03-26 06:49:36,0,0,努力赚钱买龙卷风302,山东,否,https://i0.hdslb.com/bfs/face/47045ff09f7de37505b2f642a3582884968a2d6d.jpg,0.20568355917930603,0.7943164706230164,人类撰写
86,294207259009,294208430161,299756493,三千丨丷,6,保密,回复 @林嘉赛啦 :你给过的温柔,2026-03-26 06:49:54,0,1,,四川,否,https://i0.hdslb.com/bfs/face/7fff4382d20e715fa351e7d7e53778ca00e9402d.jpg,0.11045537143945694,0.889544665813446,人类撰写
87,294208430161,296724060288,283387401,尤莉与千酱,6,男,回复 @三千丨丷 :在记录之中，全部都保有,2026-03-26 07:15:48,0,1,,重庆,否,https://i0.hdslb.com/bfs/face/a6f6a2a712f53bd046192b6e119f520a39fbc80f.jpg,0.05087856575846672,0.9491214752197266,人类撰写
88,294205945985,296727772112,32297916,旱い鸭子,6,保密,你灰色头像不会再跳动~,2026-03-26 08:05:23,0,0,世间是世间，我是我。,河北,是,https://i0.hdslb.com/bfs/face/eb3fda72329c4a57ebf9409d883badeb0aa93452.jpg,0.44016674160957336,0.5598332285881042,人类撰写
89,294205945985,294214085633,332754794,差生文具多吧,5,男,哪怕是一句简单的问候,2026-03-26 08:11:16,0,0,这个人很懒，真的不知道写什么。,湖南,否,https://i2.hdslb.com/bfs/face/bbea244e846a93ca87755acd3ed57e4e6ff82c36.jpg,0.6189544200897217,0.3810456097126007,AI生成
90,294205945985,294214218257,529519279,雪衣_-,5,保密,心贴心的交流一页页翻阅多难过,2026-03-26 08:14:30,0,0,我劝告了风，晚点送它走,河南,否,https://i1.hdslb.com/bfs/face/4385445417b81a647af71a5f578777c860640b6b.jpg,0.01787617616355419,0.9821237921714783,人类撰写
91,294205945985,294214774849,122736669,G-Home,6,男,是什么 坠落 升空,2026-03-26 08:22:52,0,0,渣渣答题,广东,是,http://i0.hdslb.com/bfs/face/4f148926625f498bf68c1ed06d74c5b129fedb4d.jpg,0.031692132353782654,0.9683078527450562,人类撰写
92,294205945985,294218022545,66448091,抽风的べ海棠,6,男,又想起你曾说的陪我到最后,2026-03-26 09:05:31,0,0,杂耍。带节奏的死远点。,河南,是,https://i2.hdslb.com/bfs/face/9a5ead3aad45009ea7b979efe644855df1a13209.jpg,0.03213176131248474,0.9678682684898376,人类撰写
93,294205945985,296738744416,508698245,无关風月乄,5,保密,暖色的梦变冰凉的枷锁,2026-03-26 10:06:26,0,0,,重庆,是,https://i2.hdslb.com/bfs/face/4c98320e918740925279971cf5e9a8ab0677b555.jpg,0.9673851728439331,0.03261487931013107,AI生成
94,294205945985,296740836256,33682933,溪曳丶Zax,6,男,假如时光倒流我们又能~抓得住什么~,2026-03-26 10:27:48,0,0,,福建,是,https://i1.hdslb.com/bfs/face/ca1f270757859c0175f39ac7d5b088d99c0c74e7.jpg,0.06961728632450104,0.9303827285766602,人类撰写
95,294205945985,294234209569,1605679472,赴氢,6,男,哦哦哦～,2026-03-26 12:03:55,0,1,英特纳雄耐尔,新疆,是,https://i2.hdslb.com/bfs/face/f384065b552838b1f5d27249d7b44d0b311a9f33.jpg,0.07312692701816559,0.9268730282783508,人类撰写
96,0,296739686448,495595630,好兄弟不帮我,5,保密,那还会被强登器盗号吗？我第一个QQ就是被盗了[四季烤鱼表情包_惊慌],2026-03-26 10:15:38,2,2,?​?​?​?​笑死,浙江,是,https://i1.hdslb.com/bfs/face/e249a1e3a2544e75819c5e97355d0acd3c591f78.jpg,0.024071911349892616,0.9759280681610107,人类撰写
97,296739686448,296739862048,2042839835,万踏歌,5,保密,现在不太可能有了[doge_金箍],2026-03-26 10:17:57,0,3,欢迎加入QQ群996075490,江苏,否,https://i2.hdslb.com/bfs/face/37a8eb864ae25cd5884ba9206ae3d59cca4ad840.jpg,0.029257385060191154,0.9707425832748413,人类撰写
98,296739686448,296742679584,344470222,我平时性格比较冷漠,5,保密,"我的第一个QQ也被盗过，当时忘记密保了，改不了密码，就重新申请过另一个。
太久没用就忘记密码了，前段时间试了下找回了，又找回了几个小号。[笑哭]",2026-03-26 10:45:37,0,1,我平时性格就这样，比较冷漠,广西,否,https://i1.hdslb.com/bfs/face/b3b983af7a849dca9478d855e5e440729b6b2570.jpg,0.021485399454832077,0.9785146117210388,人类撰写
99,0,294207582849,175588461,夏至未至-12345,4,男,[doge]边亮老师能不能分析一下最近某团外卖APP后台自动删除安卓系统手机用户的照片和视频的原因，好像只有纯血鸿蒙和苹果没中招,2026-03-26 06:38:17,6,17,,广东,是,https://i0.hdslb.com/bfs/face/90ed1a95d1865f7ebd07ecad68a8b9627a9f46ab.jpg,0.01169084943830967,0.9883091449737549,人类撰写
100,294207582849,296722077568,379889714,边亮_网络安全,6,男,有具体版本和复现方法没,2026-03-26 06:49:41,0,4,"登上CCTV1的白帽黑客
商务合作：maguabd",北京,是,https://i2.hdslb.com/bfs/face/bcad26919b781a2eafb4e6cd914d5eafdae6d0a5.jpg,0.5587995052337646,0.44120049476623535,AI生成
101,296722077568,294223420385,175588461,夏至未至-12345,4,男,"回复 @边亮_网络安全 :[笑哭]我是某音刷到这个新闻的，然后接着搜相关视频发现有不少安卓系统用户中招了。

某音搜索  美团回应“APP删除用户图片”
有不少网友发中招记录视频

问豆包的。
📰 美团删除用户手机照片 新闻报道汇总（截至2026-03-24）
一、事件爆发（3月17—20日）
大量安卓用户（华为、小米、荣耀、iQOO等）反馈：美团App在后台自动批量删除相册照片/视频，系统明确提示“美团正在删除图片和视频”。
损失：数百至数千张照片/视频被删，部分用户“最近删除”也无法找回，甚至出现文件损坏、反复被删。
热搜：#美团回应app删除安卓用户图片# #美团删照片# 登上微博热搜【(微博)】。
二、主流媒体报道（3月24日集中发布）
红星新闻：美团安卓版因第三方SDK冲突致缓存清理异常，180+用户咨询，潜在受影响约数百人；已修复，成立专项小组协助恢复、承担全部费用并赔偿。",2026-03-26 10:09:40,0,1,,广东,是,https://i0.hdslb.com/bfs/face/90ed1a95d1865f7ebd07ecad68a8b9627a9f46ab.jpg,0.06514688581228256,0.9348530769348145,人类撰写
102,294223420385,296739223840,379889714,边亮_网络安全,6,男,嗯，只有新闻，没有具体版本和复现方法,2026-03-26 10:11:20,0,0,"登上CCTV1的白帽黑客
商务合作：maguabd",北京,是,https://i2.hdslb.com/bfs/face/bcad26919b781a2eafb4e6cd914d5eafdae6d0a5.jpg,0.5394492745399475,0.4605507254600525,AI生成
103,294207582849,294223768449,360733663,BIRZMAN,6,男,我的QQ8位数的嘿嘿,2026-03-26 10:11:42,0,0,此非营销号，人家东西好不好卖和我没瓜葛，只是单纯想给干货给智能家居用户,广东,是,https://i1.hdslb.com/bfs/face/c00b0cba58eed8c065d8546137c0b516851de9bd.jpg,0.02634340152144432,0.9736566543579102,人类撰写
104,296722077568,294223893969,175588461,夏至未至-12345,4,男,"回复 @边亮_网络安全 :[笑哭]我是某音刷到这个新闻的，然后接着搜相关视频发现有不少安卓系统用户中招了，问了几个网友说mate40也有中招的，他打消费者热线问了确认是第三方应用问题，不是系统问题。
B站没办法在评论里贴图片，想贴一下详细信息又河蟹不给发。",2026-03-26 10:14:39,0,2,,广东,是,https://i0.hdslb.com/bfs/face/90ed1a95d1865f7ebd07ecad68a8b9627a9f46ab.jpg,0.017107471823692322,0.9828925132751465,人类撰写
105,296722077568,294230602385,1874001583,我是拉格罗纳斯,5,保密,回复 @边亮_网络安全 :据说安卓11及之前版本会有这个问题,2026-03-26 11:24:57,0,0,实则不然,湖南,否,https://i1.hdslb.com/bfs/face/8b670a1764c98a40e13da14953ebb00beaba27fb.jpg,0.025355834513902664,0.974644124507904,人类撰写
106,0,296716264528,3546389051083228,奇异社区_Official,4,保密,[doge]我是做第三方QQ客户端的，我可以帮忙实现登录功能，借助无头NT,2026-03-26 05:32:49,5,11,"奇异社区官方账号
平台已经备案，资质齐全，内容丰富",陕西,否,https://i1.hdslb.com/bfs/face/f6b4c43b0e095a9b5211f4c4d95297ed5898c821.jpg,0.1384028047323227,0.8615971207618713,人类撰写
107,296716264528,296718869968,667391441,AnteriorTag127,5,男,[吃瓜]没听懂,2026-03-26 06:08:37,0,0,"我是一个普通的mc玩家,有时会玩地铁跑酷",广东,是,https://i2.hdslb.com/bfs/face/f22001df5c14b29565c82a460533f26f53ceb34f.jpg,0.04139495640993118,0.9586050510406494,人类撰写
108,296718869968,296722786208,325673341,红梦的魔女,6,女,"回复 @AnteriorTag127 :最新版本NTQQ本质上是浏览器，无头指的是没有前端（用户界面）只有负责功能的后端
楼主意思估计是拿现在NTQQ的后端+第三方工具来当OICQ服务器吧，确实是可行的感觉（",2026-03-26 07:00:02,0,8,,浙江,是,https://i1.hdslb.com/bfs/face/fce7fa1bc575b578ade32124476681d462472179.jpg,0.01904219761490822,0.9809578657150269,人类撰写
109,296722786208,296730466288,667391441,AnteriorTag127,5,男,回复 @红梦的魔女 :知道了，awa用过 nc,2026-03-26 08:40:32,0,0,"我是一个普通的mc玩家,有时会玩地铁跑酷",广东,是,https://i2.hdslb.com/bfs/face/f22001df5c14b29565c82a460533f26f53ceb34f.jpg,0.04375607520341873,0.9562439322471619,人类撰写
110,296716264528,296733141424,19309628,zhayaobbb,5,保密,能不能帮我找回6位QQ号,2026-03-26 09:08:06,0,0,,内蒙古,否,https://i2.hdslb.com/bfs/face/4f8b9c2330bcce1d8454623091cf11b7c7b34330.jpg,0.08717593550682068,0.9128240942955017,人类撰写
111,296722786208,296733259760,3546389051083228,奇异社区_Official,4,保密,回复 @红梦的魔女 :不是，是直接走官方协议，直接实现QQ功能，有现成的项目Llonebot，基于这个开发,2026-03-26 09:09:26,0,0,"奇异社区官方账号
平台已经备案，资质齐全，内容丰富",陕西,否,https://i1.hdslb.com/bfs/face/f6b4c43b0e095a9b5211f4c4d95297ed5898c821.jpg,0.0363331139087677,0.9636668562889099,人类撰写
112,0,294236611521,234550297,御坂10384号,6,保密,13年 已经非常晚了,2026-03-26 12:28:49,0,0,御坂10384号，某非常不科学的动态御坂[uid:100103733],福建,否,https://i1.hdslb.com/bfs/face/1df868f23a60bc9f355b41c4b02bcd2fd9ef6fab.png,0.023997502401471138,0.9760025143623352,人类撰写
113,0,296706926160,3493296345188847,Hao橘子_,5,男,wx能不能用旧版，突破旧版登录限制,2026-03-26 03:56:12,5,8,,江西,否,https://i0.hdslb.com/bfs/face/26ba535bc0dfda2f58e8f3c7b0440dd0fb13b3db.jpg,0.08452858030796051,0.9154713749885559,人类撰写
114,296706926160,294196212321,266203765,darderder,6,保密,想吃南山必胜客了,2026-03-26 04:16:40,0,9,进群加axigua121,河南,否,https://i1.hdslb.com/bfs/face/308b152e8e419b7de97342e86af6b0d1fb76bfeb.jpg,0.08202917873859406,0.9179707765579224,人类撰写
115,296706926160,294198440417,20466294,白鷺汐奈Official,6,男,fb,2026-03-26 04:39:05,0,0,菜就多练,陕西,是,https://i0.hdslb.com/bfs/face/2dcd45c2faa1519b12a1ab75922f81c007c3ebba.jpg,0.1896054446697235,0.8103945851325989,人类撰写
116,296706926160,294200833361,239302899,夜雨寄北JH,6,保密,root了在允许软件降级安装，新版登录，再回退旧版就可以了，不知道改了没有,2026-03-26 05:05:09,0,2,"花落知多少，难与君共勉。
没有自己想的那么好运，但也没有自己想的那么倒霉。
",广东,否,https://i0.hdslb.com/bfs/face/f8922a88e069587a417c5bdf6df6fed2faa0c9b8.jpg,0.015778739005327225,0.9842212200164795,人类撰写
117,294200833361,294203754641,149540855,lmsha1,6,男,回复 @夜雨寄北JH :改了，账号有灰度限制，会定期检查当前app版本，不符合的直接踢下线,2026-03-26 05:43:32,0,4,一条粘锅的咸鱼,四川,是,https://i2.hdslb.com/bfs/face/37cc87e2d535ceb70230a0dba67044de4e0525dc.jpg,0.9763452410697937,0.02365477941930294,AI生成
118,294200833361,296733553872,25819634,挂神也想恋爱,6,男,回复 @夜雨寄北JH :以前微信可以用小米换机实现两台手机同时在线 一段时间掉线后重新登录也不会出现新机验证  现在不行了 换机完打开就是未登录状态,2026-03-26 09:13:28,0,0,"时间过了太久，很多东西都变了。我还在这里等你，也许你会说我也变了。这，可能就是生活吧。
挂神の直播群:291283968",湖北,是,https://i2.hdslb.com/bfs/face/14de7bc2ed2cbb7cc3bec08fc2e7396072167e45.jpg,0.1645248830318451,0.8354751467704773,人类撰写
119,0,296738084976,338086226,反孔先锋,5,保密,icq后来呢？,2026-03-26 09:58:45,2,0,,山西,是,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.027725765481591225,0.9722742438316345,人类撰写
120,296738084976,294223117505,1053905556,硬件花园,5,保密,被收购了，然后关闭服务了。,2026-03-26 10:06:08,0,2,,北京,是,https://i0.hdslb.com/bfs/face/7cce6db9798347cf2a4257d1dfda40011b06cbbd.jpg,0.023936809971928596,0.9760631918907166,人类撰写
121,296738084976,294230363873,382521353,Lithosponsfong,6,保密,mail.ru坏事做尽,2026-03-26 11:22:26,0,0,石橋風,湖北,否,https://i2.hdslb.com/bfs/face/b6cda36302141648af752973af19ed7b46b4e34c.jpg,0.04446059465408325,0.9555394053459167,人类撰写
122,0,294219023361,384302499,你去小孩那桌W,6,保密,不知不觉[大哭],2026-03-26 09:18:47,2,26,,福建,否,https://i0.hdslb.com/bfs/face/dab5aa099922986bc72d8381314af0ca2acd4ced.jpg,0.04481552168726921,0.9551845192909241,人类撰写
123,294219023361,296734954272,356979946,晓风是男孩子,5,保密,我去，我05出生的[惊讶],2026-03-26 09:27:18,0,3,,福建,是,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.05507184937596321,0.9449281096458435,人类撰写
124,294219023361,296739746224,3546913282460213,沃野母鸡岛,3,保密,同05年,2026-03-26 10:17:29,0,1,,安徽,否,https://i2.hdslb.com/bfs/face/5056ce0f1f9e73d1dd78da9e76d504478b387937.jpg,0.05193191394209862,0.9480680823326111,人类撰写
125,0,294222190033,363105188,呵是Nice啊,6,保密,第一个头像是，胡索,2026-03-26 09:55:38,0,7,ᕕ(◠ڼ◠)ᕗ,广西,是,https://i2.hdslb.com/bfs/face/dcfbf93a497ae94597afbc787a709b64a07310f9.jpg,0.0281740240752697,0.971825897693634,人类撰写
126,0,294199756833,115757,Jom是咸鱼,6,女,[doge]能在win11系统里运行这么古早的程序已经很魔幻了，兼容性这一块,2026-03-26 04:53:08,1,16,好奇心很重，喜欢瞎搞，可能是属猫的。 Tripo Ambassador @Tripo,四川,是,https://i2.hdslb.com/bfs/face/944bcf04336baa41d2ea75db22a388da03e47890.jpg,0.06235353276133537,0.9376464486122131,人类撰写
127,294199756833,294209530961,17511750,让这一切随风而去,6,保密,虽然日常骂win11是💩，但微软兼容还真就不好模仿,2026-03-26 07:04:40,0,9,我想混到6级,福建,是,https://i0.hdslb.com/bfs/face/2b4c56d049262ad00e47be6f5d3370c59abe9771.jpg,0.017069244757294655,0.9829307198524475,人类撰写
128,0,296733401152,2021610943,几白大,6,保密,"再跟大家认真提醒一句：不管是国外的“龙虾”还是国内同类AI工具，真的别盲目跟风安装、更别病急乱投医。
 
我知道现在AI冲击带来的就业压力很大，很多人都很焦虑，想抓住风口找条出路，这份心情完全能理解。但越是着急，越要冷静判断：龙虾这类工具，本质上是给极客、资深电脑玩家、对AI有深度理解、且需要同时处理复杂任务的人准备的“专业玩具+生产力工具”，绝大多数普通人其实根本用不上，也用不好。
 
它现在还处在试验阶段，问题很多、稳定性差，还存在潜在的隐私泄露、财产损失甚至账号被盗的风险，大家一定要谨慎。它绝对不是普通人拿来一夜暴富的捷径。B站上相关的用法、原理、坑点已经讲得很细了，建议大家先完整看完、想清楚自己到底需不需要，再决定要不要碰。
 
包括豆包的视频生成模型SD2.0也是同理：它不是普通人的赚钱工具，而是给专业创作者和资深爱好者“降门槛”的舞台——比如影视专业的导演、编剧，有才华但缺资金、没背景的影视爱好者。过去他们想把创意落地，要面对高昂的设备、团队、拍摄成本，几乎没有崭露头角的机会；现在有了AI视频工具，虽然做不出上亿级别的院线大片，但至少能把创意和才华可视化，拿到被看见、被认可的机会。
 
但对普通人来说，如果你不懂脚本、分镜、叙事节奏、镜头语言，就别硬往里挤了，靠这个挣钱基本不现实，自娱自乐没问题，但别指望靠它快速变现。
 
尤其要避雷这几点：
 
1. 别花重金买AI视频课。AI迭代速度极快，今天的教程明天就可能过时，B站免费教程足够入门，没必要为焦虑买单。

2. 千万别乱签所谓“视频收购”协议。很多骗局会用“高价收购你的AI视频”当诱饵，条款里埋坑：要求高到专业人士都难达标，做不出来反而要你赔几万十几万。这种属于霸王条款，法律上通常不支持，但维权过程非常折腾，最好从一开始就别签。
 
总结下来：AI是工具，不是暴富神话。有才华、有专业基础的人，它是放大器；对普通人，它更适合当兴趣玩具，别让焦虑把你带进坑里。

这一段肯定会有人说像ai生成的，是我把我想说的话说给豆包，然后他把里边的废话去掉，理顺逻辑，保持原意，生成的评论，这是我个人认为最正确的使用ai的方法，ai是辅助工具，不能拥有了ai就放弃独立思考[妙啊]",2026-03-26 09:11:21,0,30,几百大才是真的大,辽宁,否,https://i1.hdslb.com/bfs/face/e92e1937fc51141d3fefee86f8b25b80fa4a0870.jpg,0.6908103227615356,0.30918964743614197,AI生成
129,0,294236953473,9914396,慕晓vanj,5,男,并不纯粹，qq喊过多少次“回归初心、简洁快速”，后来轻聊版、TM被玩死后再弄个TIM，说面向办公，但是连邮件也舍不得完整接入。,2026-03-26 12:32:43,0,0,,陕西,否,http://i2.hdslb.com/bfs/face/b7c4b31b5d1669fe11fe4df9ecee6d4773b8205c.jpg,0.052887775003910065,0.9471122026443481,人类撰写
130,0,296744434416,10946442,张子鄂,5,男,为什么BGM是梦幻之星4？,2026-03-26 11:03:16,1,2,Pioneers! O Pioneers!,湖北,否,https://i0.hdslb.com/bfs/face/0630f999466801302358a8a78cb27f341f2b88d2.jpg,0.5173845887184143,0.4826153516769409,AI生成
131,296744434416,296749473536,379889714,边亮_网络安全,6,男,因为回想起小时候,2026-03-26 11:52:16,0,0,"登上CCTV1的白帽黑客
商务合作：maguabd",北京,是,https://i2.hdslb.com/bfs/face/bcad26919b781a2eafb4e6cd914d5eafdae6d0a5.jpg,0.0476338155567646,0.9523661732673645,人类撰写
132,0,294228380897,3546562858846752,萌萌哒小龙虾claw,2,保密,卧槽！眼睛版本都被你挖出来了！当年我第一个号还是8位数的，昵称叫“追风少年”🦞现在想想真是羞耻度爆表啊,2026-03-26 11:02:16,1,0,,上海,否,https://i0.hdslb.com/bfs/face/7b51191f9807d269f1aa1ea53800322c0763327a.jpg,0.9541974067687988,0.045802585780620575,AI生成
133,294228380897,296747431888,360949500,不落地的叶子,5,保密,痞子蔡……轻舞飞扬……,2026-03-26 11:33:38,0,0,,安徽,否,https://i0.hdslb.com/bfs/face/207e74de4993f56f31176251582d91546c43d77c.jpg,0.732207179069519,0.26779282093048096,AI生成
134,0,294193906305,285220151,英伦小胡子8,6,男,可以复活javaQQ  或者塞班QQ吗,2026-03-26 03:50:33,3,2,,新疆,否,https://i2.hdslb.com/bfs/face/c8c8f42b59fd8e54c36cf43213aa2db0a519def8.jpg,0.02975653111934662,0.970243513584137,人类撰写
135,294193906305,294202755777,411130691,被你笑弯的月亮,6,男,这个简直难道不大,2026-03-26 05:29:00,0,0,,广西,否,https://i2.hdslb.com/bfs/face/41777facc9bfa0b8f6cdd9ba0ed693bb987ef4a8.jpg,0.055567145347595215,0.9444329142570496,人类撰写
136,294193906305,294204746161,2164653,战地,6,保密,2005的Java版逆向很简单，打开代理服务器后全是标准HTTP请求，照着写就行了,2026-03-26 05:55:56,0,0,,北京,是,http://i0.hdslb.com/bfs/baselabs/5d78eee6302b73b3cd4db0ea6f64604f311013bd.jpg,0.1915062814950943,0.8084936738014221,人类撰写
137,294193906305,296730739328,94618044,梦修客大时代,6,保密,你让我想起来我用PICA登qq，还有lumaQQ，探测谁隐身了,2026-03-26 08:41:49,0,1,游戏机技术讨论请加QQ群853579519。游戏开黑联机群717330135（请注明PSNid）,日本,否,https://i0.hdslb.com/bfs/face/73cad808795312cf5b41a2c49407f009da7f8567.jpg,0.015140722505748272,0.9848592877388,人类撰写
138,0,294192814865,2675156,SailFish233,6,男,现在已经可以直接用AI逆向了吗[笑哭]，一下子进步的太快了，不太习惯,2026-03-26 03:36:35,4,35,坐好，我要撞山了,广东,否,https://i2.hdslb.com/bfs/face/3bb4887f30db2563601d9b634951d652a6eee261.jpg,0.015499353408813477,0.9845006465911865,人类撰写
139,294192814865,296705638224,379889714,边亮_网络安全,6,男,接入mcp就可以了,2026-03-26 03:41:34,0,8,"登上CCTV1的白帽黑客
商务合作：maguabd",北京,是,https://i2.hdslb.com/bfs/face/bcad26919b781a2eafb4e6cd914d5eafdae6d0a5.jpg,0.034078340977430344,0.9659215807914734,人类撰写
140,296705638224,296714402368,2887944,SweetieSweety,6,男,回复 @边亮_网络安全 :是ida的mcp吗？,2026-03-26 05:10:34,0,0,,四川,是,https://i0.hdslb.com/bfs/face/b09061097a8fb0f313c437f4ca7b546d5d03069d.jpg,0.1164543479681015,0.8835456967353821,人类撰写
141,296714402368,296718345104,379889714,边亮_网络安全,6,男,回复 @SweetieSweety :对,2026-03-26 06:00:36,0,1,"登上CCTV1的白帽黑客
商务合作：maguabd",北京,是,https://i2.hdslb.com/bfs/face/bcad26919b781a2eafb4e6cd914d5eafdae6d0a5.jpg,0.13151194155216217,0.868488073348999,人类撰写
142,294192814865,296718676368,433554137,Zara_Line,6,男,上世纪的程序体量都不怎么大，刚好在AI上下文范围内，逆向还是比较轻松的,2026-03-26 06:06:06,0,3,,福建,是,https://i2.hdslb.com/bfs/face/c38f669e244cc986de6d7583a5ec0fff89071e05.jpg,0.026241449639201164,0.9737585783004761,人类撰写
143,0,296751843744,171401130,阿泽不想掉光头发,6,男,我也来一张吧[doge],2026-03-26 12:15:36,0,0,世界上有太多孤独的人，害怕先踏出第一步。,江苏,是,https://i0.hdslb.com/bfs/face/023d2d4703bcf89c78b8f58f23f14b127ebd1a45.jpg,0.062488432973623276,0.9375115633010864,人类撰写
144,0,296708398672,371000615,将记忆深埋,5,保密,安装2010的QQ 和 2010的360   重现当年的 3Q大战？  [doge_金箍][吃瓜],2026-03-26 04:12:25,4,82,,湖北,否,http://i2.hdslb.com/bfs/face/7bcf43376ae4686f6a419d5bf86f0b747d7cb6ee.jpg,0.0977427288889885,0.9022572636604309,人类撰写
145,296708398672,296713466528,3493080365795935,StreIitzia-Apus,5,保密,2010QQ登不上，没办法再复现了[doge],2026-03-26 05:01:02,0,0,ⓘ别看了，没有你想要的,河南,是,https://i1.hdslb.com/bfs/face/cc6d962d9b66075799e8e00747ddbb23c71b3e21.jpg,0.021311696618795395,0.9786883592605591,人类撰写
146,296713466528,296736045744,379889714,边亮_网络安全,6,男,回复 @StreIitzia-Apus :登录倒是能搞定,2026-03-26 09:38:52,0,2,"登上CCTV1的白帽黑客
商务合作：maguabd",北京,是,https://i2.hdslb.com/bfs/face/bcad26919b781a2eafb4e6cd914d5eafdae6d0a5.jpg,0.6144290566444397,0.3855709433555603,AI生成
147,296736045744,296737892480,3493080365795935,StreIitzia-Apus,5,保密,回复 @边亮_网络安全 :哇哦，回我了[星星眼]不过一般QQ号应该是不行了，这是打算挑号还是搭建本地服务器？,2026-03-26 09:57:41,0,0,ⓘ别看了，没有你想要的,河南,是,https://i1.hdslb.com/bfs/face/cc6d962d9b66075799e8e00747ddbb23c71b3e21.jpg,0.05438616871833801,0.9456138014793396,人类撰写
148,296708398672,296752773376,18854310,longforus,6,男,我还有 360 扣扣保镖的安装包,2026-03-26 12:25:52,0,0,longforus,广东,是,https://i0.hdslb.com/bfs/face/3030751ecb04c424754c6a8ba33f66b69317545e.jpg,0.06600581109523773,0.9339941740036011,人类撰写
149,0,296753204640,36546327,zengfeng1105,5,男,当时用oicq是被以色列原创者告了吧，才改的QQ。,2026-03-26 12:29:08,0,0,,广东,否,http://i0.hdslb.com/bfs/face/cae0d516ecfb89a1830da89ae8d549d1a7ec2ca9.jpg,0.013421978801488876,0.986578106880188,人类撰写
150,0,294221106945,3546646711372598,一升耀强,5,保密,我听我Linux老师说QQ的图标是抄Linux的吉祥物[doge_金箍],2026-03-26 09:44:04,1,7,,江苏,是,https://i2.hdslb.com/bfs/face/a4544cca0609043169c56d35c134d4eaa8279412.jpg,0.019651852548122406,0.9803481698036194,人类撰写
151,294221106945,296739930848,3546913282460213,沃野母鸡岛,3,保密,胡说，分明是借鉴[傲娇],2026-03-26 10:18:14,0,3,,安徽,否,https://i2.hdslb.com/bfs/face/5056ce0f1f9e73d1dd78da9e76d504478b387937.jpg,0.20349173247814178,0.796508252620697,人类撰写
152,0,296750942480,4483528,和我的狗去旅游,6,保密,我最早的QQ是打电话申请的，一分钟两块钱好像。后来的这个是别人送我的，因为他申请了还不会登录，我就帮忙给他登录了一下，他把这个号给我了。,2026-03-26 12:07:44,0,0,小花老了，我也老了。,江苏,是,http://i1.hdslb.com/bfs/face/98319eadf4f4d23e7fe3909567c1c803c9ac889a.jpg,0.014376760460436344,0.9856232404708862,人类撰写
153,0,296710367248,94826231,EUye9IM,6,女,视频还没看，qq有开放api吗？还是用的以前他们搞bot的那一套做的套壳,2026-03-26 04:30:49,2,1,ⓘ该账号封禁中,上海,否,https://i2.hdslb.com/bfs/face/a269530e92cd94d9bb3a55ef2244cacf758f4f71.jpg,0.011161577887833118,0.9888384342193604,人类撰写
154,296710367248,296710624496,94826231,EUye9IM,6,女,哦原来本地提供服务对接的初版api,2026-03-26 04:33:47,0,0,ⓘ该账号封禁中,上海,否,https://i2.hdslb.com/bfs/face/a269530e92cd94d9bb3a55ef2244cacf758f4f71.jpg,0.01716996356844902,0.9828300476074219,人类撰写
155,296710367248,294202269921,411130691,被你笑弯的月亮,6,男,用ida分析客户端，让ai使用ida分析客户端分析通信协议让后再写个服务端。能实现跑起来，更多功能就得看需求写提示词了。,2026-03-26 05:22:43,0,2,,广西,否,https://i2.hdslb.com/bfs/face/41777facc9bfa0b8f6cdd9ba0ed693bb987ef4a8.jpg,0.018108118325471878,0.981891930103302,人类撰写
156,0,296734341376,39106404,黑暗圣堂叮当,6,保密,我记得是源码VB,2026-03-26 09:20:26,2,1,别说困，扛着。,内蒙古,是,https://i0.hdslb.com/bfs/face/3a120434f229ae2166101d6b031f0985eff52a03.jpg,0.09158767014741898,0.9084122776985168,人类撰写
157,296734341376,296734503168,379889714,边亮_网络安全,6,男,是VC,2026-03-26 09:22:04,0,7,"登上CCTV1的白帽黑客
商务合作：maguabd",北京,是,https://i2.hdslb.com/bfs/face/bcad26919b781a2eafb4e6cd914d5eafdae6d0a5.jpg,0.03411002457141876,0.9658899903297424,人类撰写
158,296734503168,296735304304,39106404,黑暗圣堂叮当,6,保密,回复 @边亮_网络安全 :一晃20多年了真快，不过刻录源码光盘应该还在家里某个地方吃灰。,2026-03-26 09:30:07,0,4,别说困，扛着。,内蒙古,是,https://i0.hdslb.com/bfs/face/3a120434f229ae2166101d6b031f0985eff52a03.jpg,0.0864994153380394,0.9135005474090576,人类撰写
