序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
185,294227202977,296743414336,259898144,大大大大人来啦,6,保密,"回复 @文丿丨斤欠 :你啥理解能力
我说马云又没说张雪峰
评论区有个说
马云坦言赚大钱是为了员工养家糊口
我觉得可笑而已
其次，有没有有钱的老板，为员工考虑当然有？
当然有
但在老板总数里占比有几个
国内有没有胖东来？当然有
可又有几个胖东来？
拿极少数来说事，根本没有意义",2026-03-26 10:53:07,0,1,进了我动态就别想出去。,陕西,是,https://i2.hdslb.com/bfs/face/c7854fb2fc2170943969296b39ce4d02017ec3d1.jpg,0.018947558477520943,0.9810524582862854,人类撰写
186,296742056112,294227840641,496546057,星汉日月-,5,男,人家对社会的贡献至少比你大[笑哭],2026-03-26 10:55:16,0,2,杨柳岸，晓风残月,四川,是,https://i1.hdslb.com/bfs/face/ddce3e88f8bd328f84ca472c9344983bb35dd1ff.jpg,0.29276594519615173,0.7072340846061707,人类撰写
187,294227097057,294227997857,4396393,大意食宾周,5,保密,回复 @多拉贡Linon :需求金字塔就是这样的，人到了一个地步追求的就不只是财富了……,2026-03-26 10:58:16,0,0,"
",广东,否,https://i1.hdslb.com/bfs/face/32fd7c1fc62cd52d58aecfc84a9f2625ba338af8.jpg,0.01916986145079136,0.980830192565918,人类撰写
188,296743294976,296743940240,259898144,大大大大人来啦,6,保密,"回复 @张磊817 :没说张雪峰
说的是评论区讲的马云",2026-03-26 10:58:28,0,1,进了我动态就别想出去。,陕西,是,https://i2.hdslb.com/bfs/face/c7854fb2fc2170943969296b39ce4d02017ec3d1.jpg,0.26636791229248047,0.7336321473121643,人类撰写
189,296742056112,296744034080,3546655724931118,南淽北暖,4,保密,当你有一亿的时候是你的，当你有一百亿一千亿的时候那还真不一定是你的[doge],2026-03-26 10:58:50,0,0,,河南,否,https://i1.hdslb.com/bfs/face/dc66b16102a4cfa2825c918ccec59c5708996dc9.jpg,0.02187170647084713,0.9781282544136047,人类撰写
190,296743940240,296744431264,32782620,MicSama,6,男,回复 @大大大大人来啦 :那你不回复那个人 单独开一楼。没有上下文 大家如何理解,2026-03-26 11:03:11,0,1,开学啦,广东,否,https://i0.hdslb.com/bfs/face/bad16522374c84a61b001177562b7796e9226c81.jpg,0.014585074037313461,0.985414981842041,人类撰写
191,296742056112,296744587696,7924609,雪中春泛,6,保密,对，胖东来老板赚得也很多，但是他天天到处玩，也不辛苦，因为他把钱分出去，对权也没有那么控制强，没有贪心,2026-03-26 11:03:57,0,1,,贵州,否,https://i1.hdslb.com/bfs/face/71e6e4230562c014e6c1b37e91639f32a0628f61.jpg,0.016963617876172066,0.9830363392829895,人类撰写
192,294227097057,294228919249,485640280,三克鱿2,6,男,回复 @多拉贡Linon :那不也是贪图或者说享受那种社会地位和权力圈层嘛。。当然也不见得全是因为贪图啊卷啊才导致的后果，还有一种可能就是乱上强度地跑步，听说猝死是在跑步机上，两天之前还跑了7公里，完全是自己瞎整，连自己身体是什么状态都搞不清楚啊。。,2026-03-26 11:06:58,0,1,要和气,海南,否,https://i1.hdslb.com/bfs/face/d12faa148c75255970fb6ac76813e14e365ed034.jpg,0.05297909304499626,0.9470208883285522,人类撰写
193,296742056112,296751072224,3546828907744229,死寂静城,3,保密,所以都觉得他扯淡了，越到后面越暴露自己，他要是不退到幕后的话，指定没好下场,2026-03-26 12:08:36,0,0,,福建,否,https://i2.hdslb.com/bfs/face/97bde7f19ea712d99b132625819af8107867fbbd.jpg,0.017259560525417328,0.9827405214309692,人类撰写
194,296742056112,294235283985,1857592277,硬毛刷是对QB宝具,5,保密,网红，政客这种的话，私事都是公事，这个风气就是这样,2026-03-26 12:13:02,0,0,ⓘ该账号已被封禁,湖北,否,https://i2.hdslb.com/bfs/face/fb79103e8b33547023e2010030b6889bba2b49bf.jpg,0.02139553800225258,0.9786044359207153,人类撰写
195,296742056112,296752226160,449197905,ljw永远滴神,5,男,到了一定程度，很多事情不是一个人想停就能停下来的，其他人对你的期待和评价，当前的进度，做出过的承诺……可能就是那份人最基本的责任感、沉没成本、他人的愿望这些因素综合起来，根本无法停下,2026-03-26 12:19:54,0,0,6,北京,否,https://i0.hdslb.com/bfs/face/cfdebca80211ced4861287b51688b40d657f4e11.jpg,0.03643517568707466,0.9635647535324097,人类撰写
196,296742056112,294236430001,21828395,合桃菌,6,保密,张雪峰卷自己，对家人、员工挺好的,2026-03-26 12:26:17,0,0,,海南,否,https://i2.hdslb.com/bfs/face/6c611df56215f59a32756b8a0c28a0c6197d8a6c.jpg,0.03104822151362896,0.9689517617225647,人类撰写
197,0,296720293952,65775937,天元瞬间,6,男,学学人家于东来，整天笑哈哈的，跟个老顽童似的[偷笑],2026-03-26 06:27:00,19,38,本人不是肝帝，只是个萌新，本职是从事食品安全方面的工作。,广东,是,https://i1.hdslb.com/bfs/face/63b4deb6ef114a55cc666f09e4989db1e43f650e.jpg,0.042950473725795746,0.957049548625946,人类撰写
198,296720293952,296721967392,332925023,AAA09号金牌客服小祥,4,男,全中国也找不到第二个于啊,2026-03-26 06:48:57,0,21,,广东,是,https://i2.hdslb.com/bfs/face/80ecc33680df115fa6ed2eee8ed6eb43bd029cc8.jpg,0.02154252678155899,0.9784573912620544,人类撰写
199,296720293952,294208457089,413386975,潜水的鱼n,5,保密,每个人追求不同，于东来在做自己喜欢的事，张雪峰也在做自己喜欢的事，于东来的笑嘻嘻不一定适合张雪峰。,2026-03-26 06:50:59,0,35,,江西,否,https://i1.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.016299724578857422,0.9837002158164978,人类撰写
200,296720293952,294208513745,210229953,战争饥荒瘟疫死亡,6,保密,老于也是拼出来的，遇到黑涩会,2026-03-26 06:51:30,0,6,"天启以前代表着灾厄，现在代表的确实生意!
穷生恶念，富长慈悲?欲壑难填罢了",福建,否,https://i0.hdslb.com/bfs/face/48651d508fdecd4f1c63d3281f83455a128b9598.jpg,0.025758912786841393,0.9742410182952881,人类撰写
201,296720293952,294208952225,102590579,异肢考拉,6,保密,于东来已经拼出来的，很多人卷成那样就是想晚点过那种生活,2026-03-26 06:58:21,0,2,歪币巴伯,四川,是,https://i2.hdslb.com/bfs/face/4a0de0f45b5f4f65e72db08e4da03007b39d88f3.jpg,0.016108306124806404,0.9838916659355164,人类撰写
202,296720293952,294210431841,3632303318239770,南国沙鸥,3,保密,我倒是想学，我学的了吗？,2026-03-26 07:18:08,0,4,,湖南,否,https://i0.hdslb.com/bfs/face/aa53822ed4c91d29442588fcea1cf33489807c38.jpg,0.029468825086951256,0.9705312252044678,人类撰写
203,296720293952,296724481872,20287148,马大爷233,6,男,老于身体也不好，只是活下来了,2026-03-26 07:20:36,0,6,,广东,是,https://i2.hdslb.com/bfs/face/6acf7bc14516eed4bddb5a1f81fd413f2df7a367.jpg,0.0222537349909544,0.9777462482452393,人类撰写
204,296720293952,294210754033,1348365171,管理当时使用,5,女,管理当时使用，其它不变,2026-03-26 07:23:26,0,1,早点缝补残世,广西,否,https://i0.hdslb.com/bfs/face/33a67128b771230acc2fad065eaa6f3df8d73c3f.jpg,0.028829557821154594,0.9711704254150391,人类撰写
205,296720293952,294211039697,298309374,鬼眼索隆,6,保密,人家30岁开始吃药，随时可能离开，这有不是没报道！,2026-03-26 07:29:02,0,3,只要你活着总会遇到开心的事；如果还没有遇到那证明你活的还不够久！,湖南,是,https://i0.hdslb.com/bfs/face/76dfe47a4498b8c1648a0a3a6e4032598a539d5f.jpg,0.06606709212064743,0.9339329600334167,人类撰写
206,296720293952,296730177408,75459943,江南萧瑟John,6,保密,物质、精神都满了，不出意外必定长寿。[嗑瓜子],2026-03-26 08:35:16,0,0,,江苏,是,https://i1.hdslb.com/bfs/face/143cf60a9dde5ba5bfd7e73f100a645c0b8c1338.jpg,0.2217886745929718,0.7782113552093506,人类撰写
207,296720293952,296731412912,352176514,5-HTP,5,保密,心态问题,2026-03-26 08:49:46,0,0,B战小萌新,河南,是,https://i1.hdslb.com/bfs/face/38a24aa2be461bc1a69c604ef607d62a7f9dc784.jpg,0.3920862376689911,0.6079137325286865,人类撰写
208,296720293952,296734344864,407022402,月夜夜雨,6,保密,于东来也患过重病做过手术我记得，你觉得于东来就很清闲吗？他也担心自己有一天撒手人寰企业无人来撑,2026-03-26 09:20:33,0,1,,安徽,是,https://i0.hdslb.com/bfs/face/0bb9b66cce811d881dfa006a6c4969149431d71b.jpg,0.011944970116019249,0.9880550503730774,人类撰写
209,296720293952,296738065840,3537117955230486,飞晕了,3,男,人家嘻嘻哈哈是因为人家有钱，你没钱你拿什么嘻嘻哈哈,2026-03-26 10:00:29,0,0,,河南,否,https://i0.hdslb.com/bfs/face/53ca9559e68d024b5d4f563c0fac9b97b8f59aca.jpg,0.022401560097932816,0.9775984287261963,人类撰写
210,296720293952,296741677680,102604546,toshiyuki147,6,保密,于东来心胸真的大，其他人做不了他那个模式[doge_金箍],2026-03-26 10:37:15,0,0,,广东,否,https://i1.hdslb.com/bfs/face/8091cfdb9001fcf138fb63fcb6827785b6ed4f9e.jpg,0.04575534164905548,0.9542446136474609,人类撰写
211,296738065840,296742116320,102604546,toshiyuki147,6,保密,回复 @飞晕了 :张雪峰没钱吗？志愿指导充其量就是教培的一种，像俞敏洪一样成为品牌老板才是没那么消耗精力。,2026-03-26 10:40:43,0,0,,广东,否,https://i1.hdslb.com/bfs/face/8091cfdb9001fcf138fb63fcb6827785b6ed4f9e.jpg,0.030511390417814255,0.9694886207580566,人类撰写
212,296742116320,296742227520,3537117955230486,飞晕了,3,男,回复 @toshiyuki147 :我是说针对于普通人,2026-03-26 10:41:56,0,0,,河南,否,https://i0.hdslb.com/bfs/face/53ca9559e68d024b5d4f563c0fac9b97b8f59aca.jpg,0.07811289280653,0.9218870401382446,人类撰写
213,296720293952,296745005712,67367115,有懦夫不愿意听实话,6,男,是啊，你看那些世界首富那么有钱，你为啥没钱,2026-03-26 11:08:40,0,0,嗯嗯,天津,是,https://i0.hdslb.com/bfs/face/962e37bb7bf9f963c1d549bb1fe6fbe6caf7df7f.jpg,0.04963568598031998,0.9503642916679382,人类撰写
214,296720293952,294230349217,1096099558,公主好好生活,5,女,他是经历过死亡又重生的人，,2026-03-26 11:21:57,0,0,生活与健身，感谢您的关注！共同学习！,河南,否,https://i1.hdslb.com/bfs/face/a7c994c670d4f6910f5c953703b527b575d40d39.jpg,0.034285929054021835,0.9657140970230103,人类撰写
215,294208457089,296748303552,1288603435,1个亿小目标,5,保密,回复 @潜水的鱼n :还追求不同，就是人生境界不一样。,2026-03-26 11:40:52,0,0,,新疆,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.048002954572439194,0.9519971013069153,人类撰写
216,296720293952,296752334480,143850309,izzymcu,6,男,于总之前已经处于半退休状态了，当然可以笑哈哈了，你问问他三四十岁压力大不大。,2026-03-26 12:20:43,0,0,,四川,否,https://i0.hdslb.com/bfs/face/b91e69a4227ce2184c1f1a114f025f1a0563ef1d.jpg,0.018038729205727577,0.9819612503051758,人类撰写
217,0,294194922241,51963177,格里昆仑山,6,保密,183到底什么意思呢？[墨镜],2026-03-26 04:01:07,66,70,默默的交流。。,江苏,是,https://i0.hdslb.com/bfs/face/7a0957d450506d42704535a3d8944c2bc34bbc56.jpg,0.05980485677719116,0.9401951432228088,人类撰写
218,294194922241,296708435968,53245110,胖宅男伍陆幺,6,保密,"要么出生日期，要么年龄，要么体重。[doge_金箍]
总不可能是身高吧？",2026-03-26 04:12:02,0,29,说些或许有点不过脑的话。,浙江,否,https://i0.hdslb.com/bfs/face/0e7103fb4925833dd274048f8e09635c2e69dca8.jpg,0.056745946407318115,0.9432540535926819,人类撰写
219,294194922241,294196225457,179514856,HALA新德里桌游,6,男,KDA,2026-03-26 04:17:06,0,18,喜爱桌游的非从业者，商业合作请私信。Q群：865587947,四川,是,https://i1.hdslb.com/bfs/face/1472d0f7c01769d327f8d46716ae43efe3623c62.jpg,0.10101961344480515,0.8989803791046143,人类撰写
220,294194922241,294196478673,490354871,可爱白袜小楠娘,5,保密,长度,2026-03-26 04:20:04,0,4,宇宙很大，生活更大。,广西,否,https://i2.hdslb.com/bfs/face/3b6c5ab2f5de6c88311029b6ca349b9a745ff51d.jpg,0.2685686945915222,0.7314313054084778,人类撰写
221,294194922241,294197213057,14238480,阿敏是汉纸,6,保密,身高,2026-03-26 04:25:46,0,0,风流倜傥的大老王,上海,是,http://i2.hdslb.com/bfs/face/251ea1e8fe0c7d5563c31721f03b88d65f41f6a0.jpg,0.2521911561489105,0.7478088736534119,人类撰写
222,294194922241,294197146801,37039878,重庆王路飞2333,6,保密,当然是身高，[doge_金箍][doge_金箍][doge_金箍],2026-03-26 04:26:02,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/e94f405627acf16dd1516ffc4e0ee6dde6a5d959.jpg,0.040700141340494156,0.9592998623847961,人类撰写
223,294194922241,294197253505,22920897,芈斐,6,保密,不是委托人击杀数吗,2026-03-26 04:27:04,0,25,面多了加水多了加面,北京,是,https://i0.hdslb.com/bfs/face/fb1be173ea889c5ab30c15e3560cd9113578a9a4.jpg,0.028266051784157753,0.9717339277267456,人类撰写
224,294194922241,294197386625,65225690,电影最T0P,6,男,生的双胞胎数量。,2026-03-26 04:28:31,0,8,逍遥游,内蒙古,否,https://i2.hdslb.com/bfs/face/d21516f84d6ef38743067c0a641bddb65cb4d382.jpg,0.030812663957476616,0.969187319278717,人类撰写
225,294194922241,296709990080,626482443,QinFengkiko,4,男,前男友数量[doge],2026-03-26 04:28:36,0,14,,广东,是,https://i0.hdslb.com/bfs/face/1ce2dd048cc105968f183c82e94feb4e326756cd.jpg,0.2171260267496109,0.7828739881515503,人类撰写
226,294194922241,296710296464,406402417,带你看漫天繁星,6,男,击杀数[辣眼睛][辣眼睛][辣眼睛],2026-03-26 04:30:42,0,3,君子守分，以待天时,四川,是,https://i1.hdslb.com/bfs/face/799831fe0ee923c0177d869618c053db546636fb.jpg,0.2377234846353531,0.7622765302658081,人类撰写
227,296708435968,294197728513,90657685,秦枫明月,5,保密,回复 @胖宅男伍陆幺 :[doge]斩男数,2026-03-26 04:31:49,0,1,清风明月,江西,否,http://i1.hdslb.com/bfs/face/e6d12a8981fe33cdd654c9c6205e48965d2899e4.jpg,0.12370596826076508,0.876293957233429,人类撰写
228,294194922241,296710439280,352470,渡鸦001,6,男,一分钟打你83次,2026-03-26 04:32:15,0,2,哦，抱歉。不小心手滑了。,浙江,是,https://i0.hdslb.com/bfs/face/b28465bff7d0aa3f0ff647f42660b014dc746444.jpg,0.04968644306063652,0.9503135681152344,人类撰写
229,294194922241,294197936193,32872074,霖佳0v0,6,保密,口径,2026-03-26 04:33:22,0,5,啾啾猫猫,广西,否,https://i0.hdslb.com/bfs/face/64cd352ff3891782bbd0c8d9afb01ef29653c70d.jpg,0.20917747914791107,0.7908225059509277,人类撰写
230,294194922241,294198283905,1536316651,靛色棋士-Limerance,4,男,英系10级坦克歼击车[doge],2026-03-26 04:36:39,0,1,世界观介绍:2026年，在火星上的重大发现，开创了人类社会科学发展的新纪元——絖盾军事科技集团的成立，十月文明的发现……,河南,否,https://i1.hdslb.com/bfs/face/6f8082fc09829063c6106b1aa9a683eb22bdb840.jpg,0.1574375331401825,0.8425624966621399,人类撰写
231,294194922241,294198839201,159996656,总是在摸鱼的阿柴,6,保密,眼睛度数,2026-03-26 04:43:54,0,2,嗨害嗨,河南,否,https://i2.hdslb.com/bfs/face/c891f801e5075cf8b2371c163593730ea6080e8e.jpg,0.21626654267311096,0.7837334871292114,人类撰写
232,294194922241,294198859297,63076755,哎呀_旧伤,6,保密,平均时长,2026-03-26 04:44:32,0,2,这个人很神秘，啥都不告诉你,湖南,否,https://i0.hdslb.com/bfs/face/0c299cd097dc432aa74345727cb06635b8cba693.jpg,0.5568451881408691,0.44315481185913086,AI生成
233,294194922241,296712288304,1509700,百米大道龟速跑,6,男,1天要睡8小时，跑步不要超过3公里[给心心],2026-03-26 04:49:13,0,5,,浙江,否,https://i1.hdslb.com/bfs/face/a6396d677f543a173aa11f3d3cd2943a96121dda.jpg,0.04908829927444458,0.9509116411209106,人类撰写
234,294194922241,294200144881,407413494,乌鹭纹枰,6,女,身高，冯律师身高183厘米,2026-03-26 04:57:58,0,1,芸芸众生万千态，襟怀初心始到终,江西,是,https://i0.hdslb.com/bfs/face/75427c07ebc7950ab0a443a6ff391c49c737d53d.jpg,0.03986021503806114,0.960139811038971,人类撰写
235,294194922241,294200964337,10809656,楚_云_飞,6,男,年龄[doge],2026-03-26 05:06:12,0,0,,内蒙古,是,https://i2.hdslb.com/bfs/face/d8de8a9643637898366aae80aa97fc1e8b43ac84.jpg,0.2843662202358246,0.7156338095664978,人类撰写
236,294194922241,296714531344,314702805,下班去牧羊,6,保密,你看她的身板，大概率是身高,2026-03-26 05:12:31,0,3,,北京,否,http://i2.hdslb.com/bfs/face/42f7da9b694fe82c59976d891e8c274aebff8542.jpg,0.029511600732803345,0.970488429069519,人类撰写
237,294194922241,294201714161,506609490,做不熬夜的聪明蛋,5,女,工龄[微笑]，公元前183年,2026-03-26 05:15:52,0,1,要做就做到最好～,山东,否,https://i0.hdslb.com/bfs/face/7d3b8965d56d74e5ad9895a6fefb0c790df3852d.jpg,0.3343777358531952,0.6656222343444824,人类撰写
238,294194922241,296715157808,36785336,uncle1234,6,保密,183指的是血压183,2026-03-26 05:20:36,0,2,要代码请私信，评论因不会设置导致不能及时回复。,内蒙古,否,https://i2.hdslb.com/bfs/face/c7e7b54ff7f038ca86d33e95c96dc9fdfe14130f.jpg,0.05191223695874214,0.9480876922607422,人类撰写
239,294194922241,294202310065,3706928649734159,阿鸡架,2,保密,发际线长度183mm,2026-03-26 05:24:09,0,1,,山西,否,https://i2.hdslb.com/bfs/face/c9b8ef5388c426a5fae17724726b3f60d37d1c3d.jpg,0.6091856956481934,0.39081433415412903,AI生成
240,294194922241,294203358369,39866792,厘米毫,6,男,身高,2026-03-26 05:37:10,0,0,(&brvbar;3[▓▓]好冷,湖北,否,https://i2.hdslb.com/bfs/face/68031c7db9f95326d372e297f82e9ecd34d6d388.jpg,0.2521911561489105,0.7478088736534119,人类撰写
241,294194922241,294203383409,3493263828847074,不二追番侠,4,保密,183mm,2026-03-26 05:37:41,0,0,,山东,否,https://i0.hdslb.com/bfs/face/d35fc2cf3b69f8e9a69fc1abac0ee9380906d26f.jpg,0.19319303333759308,0.8068069219589233,人类撰写
242,294194922241,296716552560,249255408,网友胖顺虎,6,保密,败诉次数[汤圆],2026-03-26 05:38:14,0,0,,江西,否,https://i0.hdslb.com/bfs/face/88ecbcd8865031f61289dce559f9ac2322ab2866.jpg,0.302887499332428,0.697112500667572,人类撰写
243,294194922241,294203616465,32694696,凯尔托利亚,6,男,183条命,2026-03-26 05:40:48,0,0,先肉体超越肉体，再精神超越精神，后肉体超越肉体。只接受共同奋斗，拒绝被寄生，不替躺平吸血者买单。,浙江,否,https://i0.hdslb.com/bfs/face/6ee8a349fe99bc680f0c3e1f6806d08c4881a5a5.jpg,0.10008649528026581,0.8999134302139282,人类撰写
244,294194922241,296717130768,49804336,KindOrdinary,6,保密,彩礼[doge],2026-03-26 05:43:54,0,0,"寄蜉蝣于天地，渺沧海之一粟
",浙江,是,https://i1.hdslb.com/bfs/face/d5ddd60ed0ca9fece8930eb2222249af934ac8e3.jpg,0.18677861988544464,0.8132213950157166,人类撰写
245,294194922241,296717347264,3930347,夜唱灬昼歌,6,男,口径,2026-03-26 05:48:40,0,0,为什么？为什么不ban猛犸？！,河南,是,https://i2.hdslb.com/bfs/face/44067dff9ec27a5f6dad4b2e00c06f056c850b48.jpg,0.20917747914791107,0.7908225059509277,人类撰写
246,294194922241,296718519728,394958600,你丫算猫,5,保密,腰围,2026-03-26 06:02:59,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.13387194275856018,0.8661280870437622,人类撰写
247,294194922241,294205432529,384459959,耀泽青,5,保密,腿长[吃瓜],2026-03-26 06:07:21,0,0,,江苏,是,https://i2.hdslb.com/bfs/face/621577d3ddcb4172a2dee6dcf281e8efbe1085cd.jpg,0.08470523357391357,0.9152947664260864,人类撰写
248,294194922241,296719708192,403014322,幻梦星海moi,6,保密,BV1F2grzbEPG 揭秘183,2026-03-26 06:18:52,0,1,@小马实现大梦想：二次元游戏/动漫/音乐，游戏攻略资讯及各种实用知识技能！联系请私信/合作QQ1553480589,云南,是,https://i1.hdslb.com/bfs/face/4ad840c5a18f81effc14feac1c57de590d5a5daf.jpg,0.20485717058181763,0.7951428294181824,人类撰写
249,294194922241,294206398369,3546843204028656,浔の诩,3,保密,滤镜调试度,2026-03-26 06:21:09,0,0,,云南,否,https://i0.hdslb.com/bfs/face/317a7ab4b142533e506ec2507cf4624ca16c8a9f.jpg,0.6998490691184998,0.30015093088150024,AI生成
250,294194922241,296721282272,458228442,他是在向我献媚啊,5,保密,吨,2026-03-26 06:39:21,0,0,,四川,否,https://i0.hdslb.com/bfs/face/bb5f91a368fb8d1e1b55c53cc3dbcc5931c60d0f.jpg,0.22798793017864227,0.7720120549201965,人类撰写
251,294194922241,296723130416,17130703,演炁,5,保密,空间扭曲级数[蹲蹲],2026-03-26 07:02:33,0,2,关必移,广东,否,https://i1.hdslb.com/bfs/face/c7636e10d616bac4e98b1ae457fbc6b93af688f6.jpg,0.8147063851356506,0.18529358506202698,AI生成
252,294194922241,296723421232,500862326,遥远jjgk,5,保密,岁,2026-03-26 07:08:37,0,0,,山西,否,https://i2.hdslb.com/bfs/face/9dd2db392bf7fa051b50bfb606ad37dd8e7b93a0.jpg,0.1594909429550171,0.8405090570449829,人类撰写
253,294194922241,296723426512,490966907,艾弗Monster,6,男,183岁,2026-03-26 07:08:53,0,0,看淡了这世道，便开始致力于寻找身边的各种treasure,辽宁,否,https://i2.hdslb.com/bfs/face/ead41ec5d9e86a39afb325fae5e3f590e7e4a2f0.jpg,0.19491642713546753,0.8050835132598877,人类撰写
254,294194922241,296723566320,24802802,佑夀i,6,女,体重,2026-03-26 07:09:58,0,1,搞点翻译的小摔迷、老爷粉,云南,是,https://i2.hdslb.com/bfs/face/49db7c8e02a43b90f4ed5f04bbd7792bd8a9ebee.jpg,0.2540857791900635,0.7459142208099365,人类撰写
255,294194922241,296724015632,1003877935,今月瘦了落叶,5,男,异能,2026-03-26 07:14:17,0,0,考古大队出发出发出发→,河北,否,https://i1.hdslb.com/bfs/face/50a594b721ed7dd1602f581f7ae48c6c4c3a3e07.webp,0.47572192549705505,0.5242780447006226,人类撰写
256,294194922241,294210827889,1348365171,管理当时使用,5,女,管理当时使用，其它不变,2026-03-26 07:23:33,0,1,早点缝补残世,广西,否,https://i0.hdslb.com/bfs/face/33a67128b771230acc2fad065eaa6f3df8d73c3f.jpg,0.028829557821154594,0.9711704254150391,人类撰写
257,294194922241,294212586385,271843058,女萝草菟丝,4,保密,头发数量,2026-03-26 07:50:36,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/6125d6c6b260ddfec3e18423389e200fdf504f04.jpg,0.2536134719848633,0.7463865280151367,人类撰写
258,294194922241,296726819456,671470646,不知名d爱好者,5,保密,吨,2026-03-26 07:52:44,0,0,菜菜的zhong医执yi一枚。,山西,否,https://i2.hdslb.com/bfs/face/8d7a0d1e4e87ac4604a5e8d5a5334eb1cfe393aa.jpg,0.22798793017864227,0.7720120549201965,人类撰写
259,294194922241,294212884785,92209393,梦想只有一个,6,保密,跑步吗冯老师[doge],2026-03-26 07:53:26,0,1,,福建,是,https://i1.hdslb.com/bfs/face/fd55497c4c797b587b91bfd5c1413cb4cbff0742.jpg,0.027390217408537865,0.97260981798172,人类撰写
260,294194922241,296728559056,381364009,喵骰嘤,5,保密,男友数,2026-03-26 08:17:51,0,0,核动力驴！士大夫的梦想，staff的现实。励志通关100款游戏的牛马up。,宁夏,是,https://i1.hdslb.com/bfs/face/8267b6972d30b77ebdd0f1b887324c44a9b6e69f.jpg,0.07518047839403152,0.9248195290565491,人类撰写
261,294194922241,296729817536,3546592200100142,不恰辣蕉,3,保密,深度,2026-03-26 08:32:18,0,0,既要防止军国主义抬头，也要防止资本主义复辟,江西,否,https://i2.hdslb.com/bfs/face/d5cb9e8c63f72d5efad92182730dbeb4164998fc.jpg,0.7424779534339905,0.2575220763683319,AI生成
262,294194922241,294215483601,234992685,T80BVM,6,男,BMI,2026-03-26 08:32:29,0,0,试看将来的环球，必是赤旗的世界！,江苏,是,https://i0.hdslb.com/bfs/face/a616ddc9cc06e7e80cf60d507fd8f167d259fac6.jpg,0.1777292937040329,0.8222706913948059,人类撰写
263,294194922241,296730088992,180063132,嚯嚯霍嚯小娘,6,女,败诉次数,2026-03-26 08:34:22,0,0,倘若我嚷几声，能叫醒那几个人，你就绝不能说没有毁坏这铁屋的希望,广东,是,https://i0.hdslb.com/bfs/face/23eb9f4bd3b1550a0983207c6f6c4d7e5df441a5.jpg,0.2343258410692215,0.7656741142272949,人类撰写
264,294194922241,294215592993,3546850822982455,吧字名个这叫就,4,保密,182㎜,2026-03-26 08:34:33,0,0,"6级带闪电号注销重开的
给我一片星空，让我发呆就好了",宁夏,否,https://i1.hdslb.com/bfs/face/bd7b71c4f5943b33464543093373eae2856709bf.jpg,0.10159014165401459,0.8984098434448242,人类撰写
265,294194922241,296730271920,216895145,眼里有光应该是祖国人,6,男,时速🤔,2026-03-26 08:36:34,0,0,正义不是迟到了，而是瞒不住了,内蒙古,否,https://i2.hdslb.com/bfs/face/3ec895b942e97ae4d3ea917e07f0859ac204302f.jpg,0.14564216136932373,0.8543578386306763,人类撰写
266,294194922241,296731084160,257195637,啧啧啧里,6,保密,183bmi,2026-03-26 08:45:57,0,0,,山东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.13666316866874695,0.8633368015289307,人类撰写
267,294194922241,294218230273,358338964,倒计时-滴答滴答,6,保密,饭量183吨,2026-03-26 09:09:14,0,1,不忘初心，方得始终！,上海,否,https://i1.hdslb.com/bfs/face/70fe34075712c53df6c2a855fc65520ad74a3901.jpg,0.23302435874938965,0.7669756412506104,人类撰写
268,294194922241,296733295872,86464132,樱重八-,6,保密,血压,2026-03-26 09:10:23,0,0,没关系的，都一样,浙江,否,https://i1.hdslb.com/bfs/face/738608118392961b81d10ae7108e9ad8a77b5c8d.jpg,0.269524484872818,0.7304754853248596,人类撰写
269,294194922241,294219217281,3075872,月の假面,6,男,身高,2026-03-26 09:20:03,0,0,,河北,否,http://i2.hdslb.com/bfs/face/0e5a891dccd57f8fa2efa839d47e75cf4e50b949.jpg,0.2521911561489105,0.7478088736534119,人类撰写
270,294194922241,296735219824,394997518,小粉红克星,5,保密,男友数量,2026-03-26 09:29:56,0,0,努力不一定有收获，但是不努力一点耍的很爽,四川,否,https://i1.hdslb.com/bfs/face/00984d7c64327ec87598883d93d3bf2ab0fd4476.jpg,0.14571243524551392,0.8542875051498413,人类撰写
271,294194922241,294220065537,51963177,格里昆仑山,6,保密,群贤毕至，少长咸集[打call],2026-03-26 09:31:27,0,1,默默的交流。。,广西,是,https://i0.hdslb.com/bfs/face/7a0957d450506d42704535a3d8944c2bc34bbc56.jpg,0.17136751115322113,0.8286324739456177,人类撰写
272,294194922241,296735895264,1780093935,梦PYJ,5,男,183是后面柜子的宽度,2026-03-26 09:36:50,0,0,塔塔开！,湖南,否,https://i0.hdslb.com/bfs/face/fd4c4eb3eaf56ddceb3c0af367fadd2d6cb50fed.webp,0.04629697650671005,0.9537030458450317,人类撰写
